pair,actual_x,actual_y,predicted_x,predicted_y,error,success,raw_score,edge_score,gradient_score,projection_score,combined_score,confidence,scale,angle,second_score,score_margin,uniqueness,candidate_count,recovery_used,consensus_support,consensus_score,ambiguous,weak_match,failure_class
pair_144,328,673,329,673,1.0,1,0.68991,0.483333,0.147948,0.925182,0.587257,0.587257,0.96,-1.0,0.501374,0.085883,0.146244,20,0,0,0.587257,0,0,SUCCESS
pair_145,199,829,199,829,0.0,1,0.799715,0.580466,0.146286,0.949025,0.655041,0.655041,0.94,1.0,0.48522,0.169821,0.259253,20,0,0,0.655041,0,0,SUCCESS
pair_146,64,272,64,272,0.0,1,0.78941,0.616027,0.156452,0.95244,0.660748,0.660748,0.94,1.0,0.501543,0.159205,0.240946,20,0,0,0.660748,0,0,SUCCESS
pair_147,407,492,408,493,1.4142,1,0.686443,0.512208,0.156374,0.897676,0.587829,0.587829,1.04,0.0,0.471237,0.116592,0.198343,20,0,0,0.587829,0,0,SUCCESS
pair_148,790,599,790,599,0.0,1,0.704805,0.480961,0.15379,0.951313,0.599135,0.599135,1.02,-2.0,0.491041,0.108094,0.180416,20,0,0,0.599135,0,0,SUCCESS
pair_149,668,603,668,603,0.0,1,0.789682,0.580982,0.159036,0.898335,0.643543,0.643543,1.0,0.0,0.501023,0.14252,0.221462,20,0,0,0.643543,0,0,SUCCESS
pair_150,385,839,385,839,0.0,1,0.792323,0.54886,0.143277,0.934754,0.642307,0.642307,1.04,0.0,0.496138,0.146169,0.227568,20,0,0,0.642307,0,0,SUCCESS
pair_151,396,337,396,338,1.0,1,0.718941,0.489333,0.153864,0.936369,0.60349,0.60349,1.04,1.0,0.528221,0.075269,0.124723,20,0,0,0.60349,0,0,SUCCESS
pair_152,282,278,281,278,1.0,1,0.68921,0.50593,0.141424,0.942321,0.593619,0.54441,0.935,0.5,0.44673,0.097681,0.179425,20,1,8,0.55641,0,1,SUCCESS
pair_153,405,711,405,711,0.0,1,0.725125,0.617888,0.157974,0.933503,0.631923,0.587785,0.955,-2.0,0.441033,0.146752,0.24967,20,1,8,0.599785,0,1,SUCCESS
pair_154,693,631,694,631,1.0,1,0.721774,0.398133,0.136571,0.970837,0.589818,0.589818,1.06,2.0,0.446618,0.143199,0.242786,20,0,0,0.589818,0,0,SUCCESS
pair_155,724,832,724,832,0.0,1,0.733277,0.624841,0.1615,0.933356,0.63725,0.63725,0.92,-1.0,0.461363,0.175888,0.27601,20,0,0,0.63725,0,0,SUCCESS
pair_156,546,156,546,156,0.0,1,0.840608,0.674309,0.153153,0.964637,0.694663,0.694663,0.92,-1.0,0.524073,0.17059,0.245573,20,0,0,0.694663,0,0,SUCCESS
pair_157,630,314,630,314,0.0,1,0.805735,0.653877,0.159018,0.954229,0.675719,0.675719,0.96,1.0,0.474542,0.201177,0.297723,20,0,0,0.675719,0,0,SUCCESS
pair_158,639,499,639,499,0.0,1,0.800021,0.652335,0.164744,0.965137,0.676452,0.676452,1.04,-2.0,0.538447,0.138004,0.204012,20,0,0,0.676452,0,0,SUCCESS
pair_159,505,625,505,625,0.0,1,0.76827,0.617379,0.166422,0.956619,0.655392,0.655392,1.04,2.0,0.480127,0.175265,0.267421,20,0,0,0.655392,0,0,SUCCESS
pair_160,495,790,495,790,0.0,1,0.649349,0.469674,0.144915,0.927873,0.568232,0.5201,0.925,-1.5,0.421929,0.098171,0.188755,20,1,8,0.5321,0,1,SUCCESS
pair_161,676,624,677,625,1.4142,1,0.721258,0.400439,0.143762,0.941489,0.585641,0.585641,0.98,-1.0,0.49713,0.088511,0.151136,20,0,0,0.585641,0,0,SUCCESS
pair_162,419,32,419,32,0.0,1,0.761442,0.474614,0.140952,0.940799,0.61585,0.61585,0.96,-1.0,0.473642,0.142208,0.230913,20,0,0,0.61585,0,0,SUCCESS
pair_163,527,236,527,236,0.0,1,0.790806,0.747073,0.171448,0.936167,0.68726,0.646837,0.995,-1.0,0.429675,0.217162,0.335729,20,1,8,0.658837,0,1,SUCCESS
pair_164,872,452,872,452,0.0,1,0.742499,0.497563,0.142434,0.896354,0.60427,0.554327,1.015,0.5,0.4045,0.149827,0.270287,20,1,8,0.566327,0,1,SUCCESS
pair_165,833,700,833,700,0.0,1,0.709241,0.606775,0.16118,0.889521,0.615192,0.573652,1.015,0.5,0.422721,0.15093,0.263104,20,1,8,0.585652,0,1,SUCCESS
pair_166,673,869,672,869,1.0,1,0.718645,0.47626,0.15628,0.926205,0.599207,0.599207,1.06,0.0,0.494363,0.104844,0.174971,20,0,0,0.599207,0,0,SUCCESS
pair_167,642,419,642,419,0.0,1,0.825485,0.664049,0.166566,0.946046,0.685526,0.63848,1.065,0.5,0.621323,0.017157,0.026872,20,1,8,0.65048,1,0,SUCCESS
pair_168,611,870,612,871,1.4142,1,0.757764,0.415205,0.13539,0.947428,0.60271,0.60271,0.98,-1.0,0.498393,0.104317,0.17308,20,0,0,0.60271,0,0,SUCCESS
pair_169,198,389,198,389,0.0,1,0.791314,0.535403,0.142406,0.973471,0.646782,0.646782,0.96,2.0,0.485439,0.161343,0.249455,20,0,0,0.646782,0,0,SUCCESS
pair_170,550,798,550,799,1.0,1,0.737299,0.491145,0.145361,0.951806,0.612582,0.612582,1.06,-1.0,0.498914,0.113667,0.185555,20,0,0,0.612582,0,0,SUCCESS
pair_171,386,582,386,582,0.0,1,0.771201,0.506389,0.141208,0.959952,0.62999,0.62999,0.92,-2.0,0.451235,0.178755,0.283743,20,0,0,0.62999,0,0,SUCCESS
pair_172,698,106,699,107,1.4142,1,0.737218,0.483836,0.148215,0.94561,0.610419,0.610419,1.06,-1.0,0.488942,0.121477,0.199006,20,0,0,0.610419,0,0,SUCCESS
pair_173,285,607,285,607,0.0,1,0.862166,0.682568,0.16384,0.983563,0.710861,0.710861,1.02,2.0,0.52364,0.18722,0.263371,20,0,0,0.710861,0,0,SUCCESS
pair_174,359,222,359,222,0.0,1,0.779045,0.600144,0.145335,0.920056,0.644725,0.644725,1.04,0.0,0.609295,0.035429,0.054953,20,0,0,0.644725,0,0,SUCCESS
pair_175,277,495,277,495,0.0,1,0.819242,0.561863,0.147846,0.961448,0.661928,0.661928,1.04,-1.0,0.489061,0.172867,0.261157,20,0,0,0.661928,0,0,SUCCESS
pair_176,196,810,196,810,0.0,1,0.787168,0.574985,0.145883,0.943609,0.647763,0.647763,0.92,1.0,0.484065,0.163697,0.252712,20,0,0,0.647763,0,0,SUCCESS
pair_177,632,72,633,73,1.4142,1,0.746684,0.464579,0.135083,0.940237,0.606653,0.606653,0.98,1.0,0.508638,0.098016,0.161568,20,0,0,0.606653,0,0,SUCCESS
pair_178,508,278,508,279,1.0,1,0.706123,0.440567,0.139583,0.954255,0.58933,0.58933,1.02,-1.0,0.489789,0.099541,0.168906,20,0,0,0.58933,0,0,SUCCESS
pair_179,294,842,293,841,1.4142,1,0.78427,0.471495,0.142355,0.953042,0.627086,0.627086,1.06,-1.0,0.489047,0.13804,0.220129,20,0,0,0.627086,0,0,SUCCESS
pair_180,335,360,335,360,0.0,1,0.735716,0.489837,0.146591,0.889442,0.59946,0.59946,0.98,0.0,0.425094,0.174366,0.290872,20,0,0,0.59946,0,0,SUCCESS
pair_181,823,350,823,349,1.0,1,0.694065,0.454844,0.148296,0.933867,0.585027,0.585027,1.06,-1.0,0.489945,0.095082,0.162527,20,0,0,0.585027,0,0,SUCCESS
pair_182,535,625,535,625,0.0,1,0.784058,0.589579,0.155249,0.941115,0.650812,0.650812,0.94,-1.0,0.508057,0.142755,0.219349,20,0,0,0.650812,0,0,SUCCESS
pair_183,654,661,655,661,1.0,1,0.740183,0.44234,0.136768,0.944634,0.600822,0.600822,0.98,-1.0,0.466191,0.134631,0.224078,20,0,0,0.600822,0,0,SUCCESS
pair_184,749,686,749,686,0.0,1,0.797716,0.590294,0.1511,0.942996,0.655964,0.655964,0.92,-1.0,0.625388,0.030576,0.046613,20,0,0,0.655964,0,0,SUCCESS
pair_185,310,145,309,144,1.4142,1,0.707428,0.465665,0.145862,0.965527,0.598382,0.598382,0.92,-2.0,0.491205,0.107177,0.179112,20,0,0,0.598382,0,0,SUCCESS
pair_186,594,64,594,64,0.0,1,0.844454,0.628653,0.157618,0.983879,0.691811,0.691811,0.96,-2.0,0.520804,0.171007,0.247188,20,0,0,0.691811,0,0,SUCCESS
pair_187,81,826,81,826,0.0,1,0.837457,0.597027,0.15713,0.95767,0.677348,0.677348,0.96,1.0,0.501335,0.176013,0.259857,20,0,0,0.677348,0,0,SUCCESS
pair_188,624,619,624,619,0.0,1,0.805239,0.448345,0.144422,0.940109,0.628671,0.571042,1.005,0.5,0.454959,0.116083,0.203282,20,1,8,0.583042,0,1,SUCCESS
pair_189,255,234,255,233,1.0,1,0.708882,0.48071,0.150131,0.937416,0.597204,0.597204,0.94,1.0,0.518394,0.07881,0.131966,20,0,0,0.597204,0,0,SUCCESS
pair_190,104,427,103,427,1.0,1,0.720422,0.412887,0.137383,0.934729,0.585169,0.585169,0.98,1.0,0.472205,0.112964,0.193045,20,0,0,0.585169,0,0,SUCCESS
pair_191,138,702,138,702,0.0,1,0.75159,0.607955,0.160765,0.933538,0.641087,0.595267,0.955,1.5,0.440332,0.154935,0.260279,20,1,8,0.607267,0,1,SUCCESS
pair_192,25,412,26,412,1.0,1,0.594208,0.438791,0.148315,0.917325,0.538569,0.492348,0.925,1.0,0.410694,0.081654,0.165847,20,1,8,0.504348,0,1,SUCCESS
pair_193,706,809,706,809,0.0,1,0.812904,0.597057,0.155223,0.960687,0.667755,0.667755,1.06,-2.0,0.505115,0.16264,0.243563,20,0,0,0.667755,0,0,SUCCESS
pair_194,596,684,596,684,0.0,1,0.841579,0.667124,0.162385,0.946341,0.691802,0.691802,1.0,1.0,0.488447,0.203354,0.293949,20,0,0,0.691802,0,0,SUCCESS
pair_195,831,607,831,607,0.0,1,0.792289,0.624106,0.157428,0.938276,0.660878,0.660878,0.92,-1.0,0.492628,0.16825,0.254585,20,0,0,0.660878,0,0,SUCCESS
pair_196,93,105,93,105,0.0,1,0.698851,0.604756,0.155543,0.910645,0.613729,0.613729,0.92,-1.0,0.444962,0.168768,0.274987,20,0,0,0.613729,0,0,SUCCESS
pair_197,453,848,453,848,0.0,1,0.74601,0.605077,0.158979,0.951807,0.641577,0.641577,1.06,-2.0,0.465835,0.175742,0.273922,20,0,0,0.641577,0,0,SUCCESS
pair_198,607,765,608,766,1.4142,1,0.798459,0.470811,0.149478,0.969201,0.637281,0.637281,1.04,-1.0,0.493305,0.143976,0.225923,20,0,0,0.637281,0,0,SUCCESS
pair_199,240,451,239,451,1.0,1,0.783995,0.450137,0.139589,0.961189,0.623781,0.623781,1.08,-1.0,0.503511,0.12027,0.192808,20,0,0,0.623781,0,0,SUCCESS
pair_200,415,277,415,278,1.0,1,0.755424,0.462983,0.145801,0.936605,0.611247,0.611247,1.06,-1.0,0.49226,0.118988,0.194664,20,0,0,0.611247,0,0,SUCCESS
pair_201,127,544,127,545,1.0,1,0.685881,0.481978,0.148978,0.915785,0.583701,0.583701,0.96,-1.0,0.486808,0.096892,0.165996,20,0,0,0.583701,0,0,SUCCESS
pair_202,614,58,614,58,0.0,1,0.808483,0.638682,0.165362,0.957497,0.675702,0.675702,1.06,1.0,0.478994,0.196708,0.291116,20,0,0,0.675702,0,0,SUCCESS
pair_203,588,378,589,379,1.4142,1,0.703681,0.463349,0.14719,0.944576,0.592495,0.592495,1.04,1.0,0.491044,0.101451,0.171227,20,0,0,0.592495,0,0,SUCCESS
pair_204,653,659,653,659,0.0,1,0.774914,0.465605,0.144052,0.953264,0.62255,0.62255,0.94,1.0,0.477005,0.145545,0.233789,20,0,0,0.62255,0,0,SUCCESS
pair_205,371,618,371,619,1.0,1,0.701276,0.495091,0.150528,0.931581,0.59595,0.59595,1.04,1.0,0.491949,0.104001,0.174514,20,0,0,0.59595,0,0,SUCCESS
pair_206,860,326,861,326,1.0,1,0.770098,0.431005,0.139022,0.920423,0.60613,0.60613,1.06,0.0,0.483253,0.122877,0.202723,20,0,0,0.60613,0,0,SUCCESS
pair_207,524,864,524,864,0.0,1,0.804499,0.628203,0.162306,0.955754,0.671052,0.671052,1.04,1.0,0.47677,0.194283,0.289519,20,0,0,0.671052,0,0,SUCCESS
pair_208,714,35,714,35,0.0,1,0.81219,0.637409,0.17046,0.939165,0.674283,0.674283,1.02,0.0,0.506252,0.168031,0.2492,20,0,0,0.674283,0,0,SUCCESS
pair_209,20,569,19,568,1.4142,1,0.661408,0.550461,0.155826,0.894703,0.584761,0.584761,1.04,0.0,0.469645,0.115116,0.19686,20,0,0,0.584761,0,0,SUCCESS
pair_210,193,301,193,301,0.0,1,0.775458,0.631466,0.158134,0.940587,0.656221,0.656221,0.92,1.0,0.471343,0.184878,0.281731,20,0,0,0.656221,0,0,SUCCESS
pair_211,342,604,342,604,0.0,1,0.790593,0.670834,0.161245,0.917478,0.666149,0.622349,0.995,0.0,0.446959,0.17539,0.281819,20,1,8,0.634349,0,1,SUCCESS
pair_212,228,238,228,239,1.0,1,0.7111,0.458256,0.14253,0.907537,0.586104,0.535212,0.925,-0.5,0.425336,0.109876,0.205294,20,1,8,0.547212,0,1,SUCCESS
pair_213,859,318,858,317,1.4142,1,0.752863,0.446062,0.137331,0.967528,0.61133,0.61133,1.02,-2.0,0.465063,0.146267,0.23926,20,0,0,0.61133,0,0,SUCCESS
pair_214,272,284,273,284,1.0,1,0.696254,0.452298,0.143207,0.948897,0.587382,0.587382,0.98,1.0,0.512643,0.074739,0.12724,20,0,0,0.587382,0,0,SUCCESS
pair_215,581,165,581,165,0.0,1,0.793571,0.684496,0.166046,0.94254,0.676045,0.631766,1.005,1.5,0.461833,0.169934,0.268982,20,1,8,0.643766,0,1,SUCCESS
pair_216,662,236,662,236,0.0,1,0.819009,0.637642,0.164275,0.952829,0.678553,0.678553,1.04,0.0,0.501368,0.177185,0.261121,20,0,0,0.678553,0,0,SUCCESS
pair_217,605,617,605,617,0.0,1,0.796463,0.616757,0.155993,0.975678,0.668271,0.668271,0.92,2.0,0.519226,0.149045,0.223031,20,0,0,0.668271,0,0,SUCCESS
pair_218,307,458,307,458,0.0,1,0.831833,0.683817,0.165095,0.962645,0.695045,0.695045,0.94,2.0,0.470308,0.224737,0.323342,20,0,0,0.695045,0,0,SUCCESS
pair_219,607,731,607,731,0.0,1,0.716522,0.564587,0.154562,0.952433,0.620925,0.573435,0.995,2.0,0.426159,0.147276,0.256831,20,1,8,0.585435,0,1,SUCCESS
pair_220,862,735,862,735,0.0,1,0.799354,0.628542,0.162844,0.954931,0.669005,0.669005,0.96,1.0,0.46915,0.199856,0.298735,20,0,0,0.669005,0,0,SUCCESS
pair_221,678,153,678,153,0.0,1,0.79338,0.583368,0.162345,0.924327,0.65136,0.65136,0.96,0.0,0.623849,0.02751,0.042235,20,0,0,0.65136,0,0,SUCCESS
pair_222,74,480,74,481,1.0,1,0.707763,0.416685,0.139028,0.955653,0.585379,0.585379,0.94,-2.0,0.47719,0.108189,0.184819,20,0,0,0.585379,0,0,SUCCESS
pair_223,827,396,827,396,0.0,1,0.801798,0.688041,0.174623,0.93234,0.67972,0.67972,1.06,0.0,0.501683,0.178038,0.261928,20,0,0,0.67972,0,0,SUCCESS
pair_224,550,498,550,497,1.0,1,0.729821,0.400543,0.13833,0.92952,0.585607,0.585607,1.02,1.0,0.454134,0.131473,0.224507,20,0,0,0.585607,0,0,SUCCESS
pair_225,659,711,659,710,1.0,1,0.778911,0.467154,0.139052,0.956925,0.624191,0.624191,1.08,1.0,0.498227,0.125964,0.201803,20,0,0,0.624191,0,0,SUCCESS
pair_226,384,260,385,261,1.4142,1,0.67608,0.463436,0.142702,0.954108,0.582481,0.531279,0.915,-1.5,0.445019,0.08626,0.162363,20,1,8,0.543279,0,1,SUCCESS
pair_227,516,680,516,680,0.0,1,0.794353,0.607416,0.152931,0.929601,0.655731,0.655731,0.96,1.0,0.504778,0.150953,0.230206,20,0,0,0.655731,0,0,SUCCESS
pair_228,601,121,601,121,0.0,1,0.761032,0.644365,0.157692,0.937854,0.652395,0.607554,0.915,1.0,0.462114,0.14544,0.239386,20,1,8,0.619554,0,1,SUCCESS
pair_229,347,215,348,216,1.4142,1,0.710245,0.396219,0.142022,0.966891,0.585124,0.585124,1.0,-2.0,0.468735,0.11639,0.198915,20,0,0,0.585124,0,0,SUCCESS
pair_230,610,411,610,411,0.0,1,0.814369,0.575066,0.145086,0.943549,0.658488,0.606599,0.995,0.5,0.431931,0.174668,0.287946,20,1,8,0.618599,0,1,SUCCESS
pair_231,566,756,566,756,0.0,1,0.704899,0.58278,0.157967,0.921961,0.614501,0.570196,1.015,1.5,0.41685,0.153346,0.268936,20,1,8,0.582196,0,1,SUCCESS
pair_232,199,558,199,558,0.0,1,0.777622,0.649311,0.163683,0.932479,0.660143,0.615288,0.945,-0.5,0.449097,0.166191,0.270102,20,1,8,0.627288,0,1,SUCCESS
pair_233,704,89,704,89,0.0,1,0.785166,0.495571,0.144008,0.948073,0.631597,0.631597,1.08,-1.0,0.489231,0.142365,0.225405,20,0,0,0.631597,0,0,SUCCESS
pair_234,520,393,520,393,0.0,1,0.837984,0.693744,0.168935,0.946769,0.697083,0.65098,1.055,0.0,0.62235,0.02863,0.04398,20,1,8,0.66298,1,0,SUCCESS
pair_235,160,742,160,743,1.0,1,0.710783,0.472068,0.147422,0.948151,0.597841,0.597841,1.02,-1.0,0.500606,0.097235,0.162643,20,0,0,0.597841,0,0,SUCCESS
pair_236,676,523,676,523,0.0,1,0.723369,0.597805,0.158829,0.925518,0.625778,0.581165,0.955,1.0,0.438781,0.142385,0.244999,20,1,8,0.593165,0,1,SUCCESS
pair_237,634,247,634,247,0.0,1,0.708705,0.534947,0.157588,0.939403,0.60987,0.60987,1.04,1.0,0.482081,0.127789,0.209535,20,0,0,0.60987,0,0,SUCCESS
pair_238,737,226,737,226,0.0,1,0.798627,0.743605,0.166802,0.928046,0.687141,0.646328,0.995,0.0,0.469381,0.176947,0.273773,20,1,8,0.658328,0,1,SUCCESS
pair_239,83,284,83,284,0.0,1,0.76531,0.562699,0.152949,0.921967,0.633647,0.633647,1.04,0.0,0.50097,0.132677,0.209386,20,0,0,0.633647,0,0,SUCCESS
pair_240,662,432,662,432,0.0,1,0.764557,0.610315,0.151106,0.95557,0.649221,0.649221,1.0,2.0,0.49369,0.155531,0.239566,20,0,0,0.649221,0,0,SUCCESS
pair_241,498,172,497,171,1.4142,1,0.724878,0.443738,0.136512,0.922306,0.590462,0.537115,0.935,-0.5,0.452779,0.084336,0.157016,20,1,8,0.549115,0,1,SUCCESS
pair_242,673,789,673,790,1.0,1,0.681136,0.447101,0.150339,0.949256,0.581794,0.581794,1.04,-2.0,0.472329,0.109465,0.18815,20,0,0,0.581794,0,0,SUCCESS
pair_243,217,439,217,439,0.0,1,0.736059,0.587793,0.168134,0.926149,0.630839,0.630839,0.96,1.0,0.470773,0.160066,0.253735,20,0,0,0.630839,0,0,SUCCESS
pair_244,702,315,702,316,1.0,1,0.690687,0.490059,0.142643,0.945112,0.591838,0.591838,1.04,1.0,0.489602,0.102235,0.172742,20,0,0,0.591838,0,0,SUCCESS
pair_245,166,543,167,543,1.0,1,0.699211,0.465175,0.147871,0.919556,0.586205,0.586205,1.06,0.0,0.492228,0.093976,0.160313,20,0,0,0.586205,0,0,SUCCESS
pair_246,607,601,607,601,0.0,1,0.807229,0.61315,0.157235,0.93774,0.664517,0.664517,0.94,0.0,0.616784,0.047733,0.071831,20,0,0,0.664517,0,0,SUCCESS
pair_247,352,375,352,375,0.0,1,0.739341,0.538079,0.158227,0.934262,0.62185,0.62185,1.06,1.0,0.455608,0.166242,0.267335,20,0,0,0.62185,0,0,SUCCESS
pair_248,752,619,753,619,1.0,1,0.752846,0.497241,0.149565,0.962051,0.62291,0.62291,1.06,2.0,0.519658,0.103252,0.165757,20,0,0,0.62291,0,0,SUCCESS
pair_249,149,488,149,488,0.0,1,0.760251,0.639051,0.163299,0.933122,0.651195,0.651195,1.04,-1.0,0.466473,0.184722,0.283666,20,0,0,0.651195,0,0,SUCCESS
pair_250,102,357,103,357,1.0,1,0.743925,0.443327,0.135558,0.962111,0.605769,0.605769,1.04,1.0,0.50137,0.104399,0.172341,20,0,0,0.605769,0,0,SUCCESS
pair_251,452,589,452,589,0.0,1,0.799626,0.635891,0.158205,0.962677,0.671205,0.671205,1.06,-2.0,0.500567,0.170638,0.254226,20,0,0,0.671205,0,0,SUCCESS
pair_252,520,56,520,57,1.0,1,0.753958,0.477446,0.14664,0.958695,0.618139,0.618139,1.02,1.0,0.496789,0.12135,0.196315,20,0,0,0.618139,0,0,SUCCESS
pair_253,428,84,428,84,0.0,1,0.772693,0.596734,0.1751,0.910087,0.645461,0.645461,1.0,0.0,0.467008,0.178453,0.276474,20,0,0,0.645461,0,0,SUCCESS
pair_254,798,31,799,31,1.0,1,0.720448,0.466827,0.153505,0.947375,0.601721,0.601721,1.04,1.0,0.487874,0.113847,0.189202,20,0,0,0.601721,0,0,SUCCESS
pair_255,305,211,305,212,1.0,1,0.681367,0.479558,0.141384,0.953019,0.587339,0.587339,0.94,1.0,0.480454,0.106885,0.181982,20,0,0,0.587339,0,0,SUCCESS
pair_256,879,30,879,30,0.0,1,0.899989,0.705421,0.172589,0.971979,0.729993,0.729993,0.92,-1.0,0.546303,0.18369,0.251633,20,0,0,0.729993,0,0,SUCCESS
pair_257,96,446,96,446,0.0,1,0.764862,0.568556,0.158759,0.968822,0.645172,0.645172,0.96,2.0,0.504896,0.140276,0.217424,20,0,0,0.645172,0,0,SUCCESS
pair_258,585,242,585,242,0.0,1,0.715342,0.385654,0.138986,0.945194,0.580104,0.580104,0.92,-1.0,0.48048,0.099623,0.171733,20,0,0,0.580104,0,0,SUCCESS
pair_259,139,257,139,257,0.0,1,0.843056,0.609313,0.157541,0.967187,0.684031,0.631861,0.945,-1.0,0.60952,0.022341,0.035358,20,1,8,0.643861,1,0,SUCCESS
pair_260,361,316,361,316,0.0,1,0.812336,0.645149,0.171409,0.963429,0.680932,0.680932,1.06,-2.0,0.490899,0.190032,0.279077,20,0,0,0.680932,0,0,SUCCESS
pair_261,99,641,99,641,0.0,1,0.78885,0.481534,0.141988,0.963242,0.632893,0.632893,1.06,-2.0,0.590853,0.04204,0.066425,20,0,0,0.632893,0,0,SUCCESS
pair_262,813,14,813,14,0.0,1,0.746611,0.599492,0.157005,0.89427,0.628798,0.628798,1.0,0.0,0.476044,0.152753,0.242929,20,0,0,0.628798,0,0,SUCCESS
pair_263,216,823,215,822,1.4142,1,0.693824,0.457881,0.146018,0.943208,0.586951,0.586951,0.96,1.0,0.515771,0.07118,0.121271,20,0,0,0.586951,0,0,SUCCESS
pair_264,520,863,520,863,0.0,1,0.799828,0.634242,0.165751,0.950622,0.670054,0.670054,1.06,1.0,0.47148,0.198575,0.296356,20,0,0,0.670054,0,0,SUCCESS
pair_265,539,642,539,642,0.0,1,0.833974,0.634099,0.156591,0.961368,0.684001,0.684001,1.04,1.0,0.48044,0.203561,0.297604,20,0,0,0.684001,0,0,SUCCESS
pair_266,895,703,895,703,0.0,1,0.800426,0.642843,0.159615,0.959776,0.672617,0.62473,0.915,1.5,0.460604,0.164126,0.262715,20,1,8,0.63673,0,1,SUCCESS
pair_267,646,870,646,871,1.0,1,0.719547,0.457787,0.149391,0.950582,0.599371,0.599371,1.02,-1.0,0.47746,0.121911,0.203397,20,0,0,0.599371,0,0,SUCCESS
pair_268,361,686,361,686,0.0,1,0.799687,0.66046,0.167998,0.940714,0.673709,0.673709,1.02,1.0,0.472958,0.200751,0.297979,20,0,0,0.673709,0,0,SUCCESS
pair_269,294,134,294,134,0.0,1,0.760466,0.543426,0.15654,0.954588,0.635097,0.635097,1.06,1.0,0.522855,0.112242,0.176732,20,0,0,0.635097,0,0,SUCCESS
pair_270,860,514,861,514,1.0,1,0.701172,0.466074,0.14997,0.954024,0.594482,0.594482,1.06,-2.0,0.566833,0.02765,0.046511,20,0,0,0.594482,0,0,SUCCESS
pair_271,101,810,101,810,0.0,1,0.782782,0.553178,0.150659,0.911287,0.636138,0.636138,0.96,0.0,0.482929,0.153208,0.240841,20,0,0,0.636138,0,0,SUCCESS
pair_272,255,515,254,515,1.0,1,0.674185,0.451537,0.143723,0.970676,0.582861,0.582861,1.08,-2.0,0.492101,0.09076,0.155714,20,0,0,0.582861,0,0,SUCCESS
pair_273,133,586,133,586,0.0,1,0.724744,0.593982,0.159143,0.938157,0.628154,0.582665,1.045,2.0,0.447376,0.13529,0.232191,20,1,8,0.594665,0,1,SUCCESS
pair_274,164,793,164,793,0.0,1,0.751433,0.420175,0.141856,0.963589,0.605697,0.605697,1.0,-1.0,0.517551,0.088147,0.145529,20,0,0,0.605697,0,0,SUCCESS
pair_275,348,239,348,239,0.0,1,0.80011,0.627076,0.161133,0.949372,0.66756,0.66756,0.94,-1.0,0.483358,0.184202,0.275934,20,0,0,0.66756,0,0,SUCCESS
pair_276,219,611,220,611,1.0,1,0.75566,0.441521,0.136146,0.948599,0.607517,0.607517,1.06,-1.0,0.502398,0.10512,0.173031,20,0,0,0.607517,0,0,SUCCESS
pair_277,517,659,517,659,0.0,1,0.822768,0.652412,0.159777,0.978658,0.687277,0.687277,1.0,2.0,0.510285,0.176992,0.257526,20,0,0,0.687277,0,0,SUCCESS
pair_278,192,733,193,734,1.4142,1,0.677288,0.473917,0.146645,0.943314,0.58369,0.58369,0.98,1.0,0.46555,0.118141,0.202403,20,0,0,0.58369,0,0,SUCCESS
pair_279,116,60,116,60,0.0,1,0.752121,0.603157,0.164051,0.94711,0.643712,0.643712,1.04,2.0,0.472679,0.171033,0.265699,20,0,0,0.643712,0,0,SUCCESS
pair_280,409,703,409,703,0.0,1,0.88033,0.704982,0.179429,0.966259,0.722266,0.722266,0.92,0.0,0.545728,0.176538,0.244422,20,0,0,0.722266,0,0,SUCCESS
pair_281,20,288,20,288,0.0,1,0.79031,0.633284,0.16206,0.963089,0.66781,0.66781,0.92,2.0,0.465979,0.201832,0.302229,20,0,0,0.66781,0,0,SUCCESS
pair_282,204,175,204,176,1.0,1,0.77476,0.440247,0.14095,0.971236,0.62039,0.62039,1.04,-2.0,0.498215,0.122175,0.196933,20,0,0,0.62039,0,0,SUCCESS
pair_283,673,333,673,333,0.0,1,0.767781,0.571511,0.156514,0.953143,0.643346,0.643346,0.98,-1.0,0.612845,0.030501,0.047409,20,0,0,0.643346,0,0,SUCCESS
pair_284,675,88,674,88,1.0,1,0.745863,0.522067,0.151462,0.930163,0.619084,0.619084,1.06,0.0,0.479235,0.139849,0.225896,20,0,0,0.619084,0,0,SUCCESS
pair_285,747,35,747,36,1.0,1,0.825576,0.444655,0.144152,0.96757,0.641506,0.641506,1.04,-1.0,0.496862,0.144644,0.225475,20,0,0,0.641506,0,0,SUCCESS
pair_286,857,784,857,784,0.0,1,0.773936,0.629852,0.153733,0.92481,0.651253,0.651253,0.96,0.0,0.487578,0.163675,0.251323,20,0,0,0.651253,0,0,SUCCESS
pair_287,230,689,230,689,0.0,1,0.817552,0.650671,0.157956,0.94628,0.678002,0.630242,0.925,-1.0,0.622147,0.008095,0.012844,20,1,8,0.642242,1,0,SUCCESS
pair_288,153,401,153,400,1.0,1,0.746884,0.454852,0.141226,0.937175,0.605404,0.605404,0.96,-1.0,0.462159,0.143245,0.236611,20,0,0,0.605404,0,0,SUCCESS
pair_289,693,449,693,448,1.0,1,0.733086,0.447877,0.142326,0.960606,0.603396,0.603396,0.96,-2.0,0.451367,0.152029,0.251955,20,0,0,0.603396,0,0,SUCCESS
